Epoch,Discriminator_Loss,Generator_Loss,Generator_MSE
212,0.603066623,1.883014679,0.197113412
213,0.65013808,1.718595505,0.210807685
214,0.662671685,1.861635685,0.152069818
215,0.678163946,1.68866694,0.147669838
216,0.662796199,1.545616269,0.199244316
217,0.651137888,1.696181536,0.253184632
218,0.637287408,1.795192957,0.256912905
219,0.648435682,1.917090058,0.139653187
220,0.643086895,1.653535604,0.136517865
221,0.638292387,2.014061213,0.146155876
222,0.649611533,1.868782997,0.137106164
223,0.647537827,1.602124095,0.209622423
224,0.625484571,1.71992743,0.269645721
225,0.622013062,1.716620803,0.164621332
226,0.642434075,1.907577634,0.163982229
227,0.660684705,1.633681536,0.127517662
228,0.655093819,1.833732963,0.12688063
229,0.637250096,1.867603064,0.149624272
230,0.625788972,1.699084759,0.145619275
231,0.615419298,1.840130568,0.121404126
232,0.609760031,1.754135013,0.195341915
233,0.640297025,1.734783649,0.172622208
234,0.606023192,1.739981651,0.241356545
235,0.604115695,1.853675604,0.155271888
236,0.583181575,1.734575033,0.245929451
237,0.551076621,1.79805398,0.228231555
238,0.56134218,1.779630303,0.208046936
239,0.552774429,1.681607008,0.253155648
240,0.603706032,1.969984412,0.166637438
241,0.637854725,1.583070993,0.142396183
242,0.604582697,1.721410751,0.142891796
243,0.611111954,1.659943461,0.180623596
244,0.626865804,1.523432016,0.202159945
245,0.620240301,1.542295218,0.162403628
246,0.615472808,1.679144621,0.138595209
247,0.637423187,1.725784302,0.157755096
248,0.637550473,1.723017931,0.131778076
249,0.647895664,1.697449446,0.176110479
250,0.61644426,1.994348764,0.130856373
251,0.605253831,1.758217692,0.161600806
252,0.603181392,1.825944066,0.149898899
253,0.629317164,2.105716705,0.111241776
254,0.619394749,2.014008284,0.129210806
255,0.641454041,1.481482983,0.152715836
256,0.635162771,1.788100004,0.14729742
257,0.62551029,1.97510457,0.120669586
258,0.642092466,1.515005827,0.113314209
259,0.637920082,1.737133384,0.147359824
260,0.631833553,1.806013107,0.199598544
261,0.635229737,1.695914984,0.164727002
262,0.617043346,1.975686073,0.190848165
263,0.602514625,1.60547328,0.173860596
264,0.59865576,1.702847362,0.201391202
265,0.572378367,1.960743189,0.289046141
266,0.557882279,1.883045197,0.245490186
267,0.612917632,1.646872044,0.244233772
268,0.660875529,1.789660454,0.174801039
269,0.678980649,1.642004609,0.315596623
270,0.638328195,2.099239349,0.237345669
271,0.681524545,1.918639898,0.260614032
272,0.689853728,1.784687638,0.287325082
273,0.663503766,1.781649947,0.253494157
274,0.660525322,1.837899566,0.209051846
275,0.64816165,1.696552515,0.396850057
276,0.64821133,2.259294033,0.27439173
277,0.671130687,1.866934299,0.360241164
278,0.620399058,1.698195934,0.30430424
279,0.618329823,1.586435556,0.22971143
280,0.636198819,2.053133488,0.251845884
281,0.617880508,1.732275009,0.22476921
282,0.610080704,1.821782947,0.347469884
283,0.63343522,1.92477262,0.465360978
284,0.669308305,1.774543762,0.41265861
285,0.604653448,1.914541006,0.39928852
286,0.612840787,1.821287394,0.213549506
287,0.624312833,1.966158152,0.319938107
288,0.661168128,1.737563372,0.296570191
289,0.643439025,1.737519741,0.250874788
290,0.633443952,1.712734938,0.380121278
291,0.614113986,1.888365984,0.410528405
292,0.608436137,2.13255167,0.391694053
293,0.648153424,1.955389023,0.44853288
294,0.66425252,1.989373684,0.241574513
295,0.650139987,2.121919632,0.146127908
296,0.611859724,1.99917531,0.298692856
297,0.607271463,2.215662241,0.164120817
298,0.652678013,2.138504505,0.155411673
299,0.613014162,1.968777895,0.240249538
300,0.655459762,1.906303406,0.313111835
301,0.587217093,2.003638029,0.210677233
302,0.526865155,2.384863853,0.235218283
303,0.551958069,1.955450535,0.399877608
304,0.583385646,1.797808647,0.286890148
305,0.598740041,1.830054164,0.460577276
306,0.613771021,1.993085742,0.510692014
307,0.628091156,1.948891878,0.330999527
308,0.608326435,1.860321164,0.423876292
309,0.616823673,1.861842394,0.196821056
310,0.648888648,2.137441158,0.257128096
311,0.65365234,2.101414204,0.222747718
312,0.645053566,1.901061296,0.253109313
313,0.665987372,1.814763069,0.290240828
314,0.626602501,1.87827754,0.355700031
315,0.652173221,2.021623611,0.289799296
316,0.658812404,1.828832865,0.367592154
317,0.590806246,1.954986334,0.437050671
318,0.625475109,1.615756989,0.561896045
319,0.635519892,1.911866546,0.587886254
320,0.612188637,2.177819252,0.374707181
321,0.569018662,1.982592106,0.40349827
322,0.579055399,1.897292495,0.578947184
323,0.612740248,1.800409079,0.221063438
324,0.614478409,2.632863522,0.391469875
325,0.607481077,1.781325579,0.324023752
326,0.57592757,1.776245117,0.362629775
327,0.583738118,2.067816496,0.340156384
328,0.656076878,2.036901712,0.387175328
329,0.647362709,1.99946332,0.273092302
330,0.637221247,1.935022116,0.516193415
331,0.651550829,1.904268742,0.208232335
332,0.611524835,1.802727699,0.393493763
333,0.580979317,1.692311764,0.729897251
334,0.604080349,2.042536736,0.354384074
335,0.673775226,1.947062016,0.338504818
336,0.629191816,2.071753979,0.469781993
337,0.656872779,1.785362363,0.720657015
338,0.671054482,2.016191244,0.669492594
339,0.644618601,1.898322344,0.551320315
340,0.643819273,2.211140394,0.408070956
341,0.603438854,2.082456589,0.566291128
342,0.614708006,2.38518858,0.440820996
343,0.640095621,2.257655621,0.267641348
344,0.601669759,2.144300222,0.25912516
345,0.640011549,2.319952965,0.569312715
346,0.621565431,2.442393303,0.475397562
347,0.629096508,2.274906158,0.535553547
348,0.61586529,2.084318399,0.461200852
349,0.625303328,2.012610912,0.450223041
350,0.600307733,1.980815887,0.436625337
351,0.623664528,2.054690599,0.351026944
352,0.579522863,2.138255596,0.342969607
353,0.598064393,1.756222129,0.193434584
354,0.59779799,1.920195103,0.286736103
355,0.623216778,2.206832886,0.244153737
356,0.611957282,2.13149333,0.203251025
357,0.55596295,2.087200642,0.222656113
358,0.610342458,2.276254177,0.208710413
359,0.625380158,2.429269075,0.26296357
360,0.558137357,1.880189419,0.333708383
361,0.499227062,1.916107416,0.452275669
362,0.566327214,1.974597573,0.242461713
363,0.624169827,2.230433226,0.336781917
364,0.574640095,2.18481946,0.47132591
365,0.570324585,2.113114357,0.164201508
366,0.593328029,1.965587139,0.242906657
367,0.607930601,2.009695292,0.35397346
368,0.593906343,2.370504856,0.236783757
369,0.601666033,2.280281067,0.278996866
370,0.653944492,1.902727723,0.228411375
371,0.59310919,2.213337183,0.251584915
372,0.62334305,2.053589106,0.25333332
373,0.655042231,2.388473511,0.215297618
374,0.629419953,2.225997448,0.219559282
375,0.622549415,2.062756538,0.294693952
376,0.625932902,2.371591806,0.318940101
377,0.579670161,2.357415676,0.288141468
378,0.567689285,2.182901859,0.48661243
379,0.626641482,1.84794116,0.291096157
380,0.6537202,2.148755074,0.212790196
381,0.650203615,2.1382761,0.324117322
382,0.596829981,2.323559284,0.51601712
383,0.592934608,2.160313368,0.700249327
384,0.591110289,2.138109684,0.616078862
385,0.610778242,2.140049219,0.740192478
386,0.592437923,2.020231485,0.429444058
387,0.624132454,2.297023296,0.867546458
388,0.615616262,2.166208029,0.467618904
389,0.589481682,2.190466642,0.357311119
390,0.567051917,2.330787659,0.525050948
391,0.592682049,2.533320904,0.504355441
392,0.672475278,2.550124168,0.906947734
393,0.596754402,2.505314589,0.550233986
394,0.582806975,2.002964973,0.864994258
395,0.654374003,2.027872086,0.40756393
396,0.620583057,2.262363911,0.72474423
397,0.609106809,2.226966381,0.419410187
398,0.581686139,1.938943505,0.338579435
399,0.613757938,2.198709011,0.34894765
400,0.58820653,2.002979279,0.242322802
401,0.607124358,2.732998371,0.298108988
402,0.562216237,2.370885611,0.477598223
403,0.619282365,2.551191807,0.353952006
404,0.623118073,2.225450993,0.303100183
405,0.59886235,2.02584672,0.383741889
406,0.64868474,2.402900696,0.492362626
407,0.551602274,1.931876779,0.32928732
408,0.549466237,2.268096209,0.334263816
409,0.623501658,2.143793344,0.320943127
410,0.517414764,2.709815264,0.560775594
411,0.561117724,2.281449795,0.313331433
412,0.607173234,2.063819408,0.34637483
413,0.580483139,2.351959229,0.28148173
414,0.541894227,2.331698418,0.419170404
415,0.559784621,2.518870354,0.502301638
416,0.611191392,1.907359719,0.519987388
417,0.585436344,2.3741436,0.182353857
418,0.595695674,2.177553177,0.315425743
419,0.62224552,2.209766865,0.2819629
420,0.602471113,2.374080181,0.229760417
421,0.5452061,2.366381168,0.52537636
422,0.592574984,2.394248247,0.285118795
423,0.59660542,2.243416309,0.162576332
424,0.566504702,2.338404655,0.276509971
425,0.58981213,2.826306105,0.190345254
426,0.595421225,2.224984407,0.191817849
427,0.552574545,2.063951492,0.241953875
428,0.552644551,2.150032997,0.366677136
429,0.613751441,2.364009857,0.305548891
430,0.630695343,2.491827965,0.240239725
431,0.661693186,1.913494706,0.391863839
432,0.628943086,2.493875027,0.363463603
433,0.622504592,2.033180237,0.285726263
434,0.619526833,2.149701595,0.226947149
435,0.597863436,2.631286144,0.358909212
436,0.613175094,2.386532307,0.237250603
437,0.645343691,2.164818764,0.692737222
438,0.581014469,2.610055447,0.273828284
439,0.570858374,2.275154591,0.389222621
440,0.60848552,2.313006401,0.191446234
441,0.579621077,2.449072599,0.247959657
442,0.564083815,2.632043362,0.437719449
443,0.548324317,1.940185189,0.262285017
444,0.608485848,2.508311033,0.201078154
445,0.561002061,2.355509043,0.192007338
446,0.617339462,2.206756592,0.264305038
447,0.636315912,2.336305141,0.24795885
448,0.596992284,2.476247311,0.234257886
449,0.61718142,2.445551634,0.307847653
450,0.623040974,2.444764614,0.212984161
451,0.628710568,2.218940258,0.237739913
452,0.552240938,1.968694448,0.344648909
453,0.53038758,2.284956455,0.590645371
454,0.611845732,2.386623621,0.212989425
455,0.626171023,2.283450603,0.304270944
456,0.58111392,2.158453226,0.29026233
457,0.62658152,2.555309772,0.313131151
458,0.637797654,2.676662445,0.186653026
459,0.597036898,2.252498627,0.248783314
460,0.568737477,2.76980114,0.327043414
461,0.598948717,3.041238308,0.186126709
462,0.638834566,2.219933033,0.284721893
463,0.589609325,2.442761898,0.227370109
464,0.607250601,2.374301434,0.407850806
465,0.611845404,2.67253828,0.295475227
466,0.619749993,2.25944376,0.241064764
467,0.569006667,2.384420395,0.29036339
468,0.538708687,2.404975414,0.311549636
469,0.573201954,3.004794121,0.303106534
470,0.579560459,2.871310711,0.22963187
471,0.618372291,2.294449329,0.160300951
472,0.573196381,2.430008411,0.32930525
473,0.581276,2.885380268,0.195691784
474,0.561391309,2.996109247,0.258872222
475,0.577008039,2.264511347,0.20476507
476,0.579602033,2.392731905,0.194172786
477,0.521855414,2.351677656,0.390241948
478,0.532034218,2.501534939,0.282375373
479,0.619513035,1.90927434,0.160164125
480,0.602394581,1.975870728,0.196927478
481,0.580905735,2.604329109,0.251112367
482,0.59028405,2.429839134,0.261144058
483,0.630460113,2.032827139,0.234349487
484,0.67284283,2.418644905,0.319889874
485,0.674126834,2.743917704,0.166222457
486,0.637354344,2.739914417,0.143437916
487,0.614520818,2.599983692,0.220348696
488,0.584342986,2.484181881,0.246795618
489,0.603143632,2.119971991,0.201471416
490,0.592458382,2.439798355,0.201854325
491,0.602082431,2.57297492,0.250204807
492,0.593328327,2.418678761,0.178540466
493,0.584760457,2.685056925,0.135432593
494,0.599730283,2.436080933,0.167111467
495,0.606894791,2.774128914,0.137171188
496,0.628559023,2.720252991,0.139076486
497,0.640369534,2.465708733,0.09563291
498,0.626820505,2.29372716,0.13769528
499,0.595819205,2.485175371,0.126608594
500,0.629364759,2.355350018,0.125017338
501,0.621199697,2.399363518,0.171198088
502,0.491378337,2.758156776,0.131277922
503,0.535928398,2.503464222,0.164835877
504,0.605139643,2.465681076,0.097364312
505,0.62256074,2.31414032,0.141019072
506,0.57308203,2.288359642,0.148027295
507,0.613402069,2.489050865,0.1351892
508,0.638175845,2.49953413,0.093784079
509,0.64151904,2.308926821,0.157474802
510,0.626889586,2.204430103,0.123462118
511,0.645935953,2.649047852,0.111817416
512,0.554665655,2.638140678,0.178633249
513,0.550750196,2.282582283,0.132899516
514,0.530784845,2.571905613,0.129222731
515,0.577657968,2.708739758,0.131545663
516,0.587317064,2.27622056,0.185907008
517,0.60672152,2.273962975,0.166988914
518,0.622421294,2.580779552,0.085213617
519,0.613365352,2.593258381,0.143030508
520,0.604445577,2.249715567,0.194962804
521,0.553276569,2.832507133,0.22192728
522,0.602781951,2.551329136,0.201738453
523,0.615869641,2.644200802,0.132754525
524,0.530170768,2.216589212,0.136472642
525,0.59523192,2.15779829,0.151726043
526,0.613394171,2.319768667,0.149712076
527,0.536906734,2.487383604,0.10915861
528,0.514270306,2.613910675,0.12457903
529,0.638474941,2.765930653,0.138694825
530,0.522500902,2.267691851,0.194477391
531,0.548279166,2.162154675,0.244408515
532,0.631462038,2.303863525,0.203645202
533,0.645618081,2.825312376,0.135816217
534,0.637541324,2.642626047,0.209425311
535,0.654999495,2.490676403,0.324327228
536,0.634200275,2.406553745,0.438995244
537,0.564147174,2.771088362,0.26996628
538,0.663047731,2.736987829,0.239578697
539,0.58754617,2.863199234,0.228847789
540,0.530792415,1.941588879,0.40177752
541,0.496564388,2.835675716,0.487789934
542,0.585865617,2.721786976,0.609712657
543,0.642274678,2.644612312,0.564307368
544,0.631795228,2.829558849,0.45183281
545,0.625570327,2.61635685,0.28857065
546,0.634408832,2.512307167,0.436937707
547,0.616110116,2.239434719,0.227230494
548,0.624039471,2.242338181,0.280615315
549,0.628645301,2.707151175,0.299681458
550,0.600697786,2.555157185,0.358491416
551,0.644193202,1.953124046,0.236002458
552,0.620001584,2.806391239,0.339934794
553,0.579267874,2.19184351,0.162445777
554,0.589805841,2.141655922,0.443014187
555,0.585594386,2.718385458,0.226231277
556,0.632747352,2.307396412,0.32999257
557,0.65046674,2.544693947,0.478447112
558,0.603550613,2.13926053,0.404183688
559,0.594920501,2.460408211,0.203788012
560,0.576722324,2.428806067,0.255068007
561,0.534310699,2.590692043,0.534371785
562,0.589380592,3.022881269,0.440849234
563,0.618898273,2.605580091,0.379342477
564,0.589794397,2.867233276,0.463059805
565,0.614411324,2.578892469,0.424343435
566,0.601385027,2.064356804,0.341202444
567,0.637566328,2.777525425,0.293141579
568,0.536797494,2.646143198,0.583488825
569,0.557305098,1.783519983,0.26580825
570,0.640856594,2.245730877,0.226990549
571,0.581164241,2.47821331,0.519715579
572,0.588883191,2.557376862,0.39776376
573,0.643657625,2.800046444,0.382556488
574,0.642508984,2.316949129,0.453806782
575,0.622303009,2.244503498,0.310669405
576,0.565741569,2.673129559,0.255315874
577,0.543961555,2.404014349,0.239591613
578,0.55822897,2.147990704,0.315317561
579,0.59583059,2.548082352,0.323667389
580,0.551767111,2.748158455,0.304757999
581,0.575131595,2.564813614,0.395365354
582,0.599024206,2.706944942,0.590642787
583,0.546027035,2.733582973,0.541435729
584,0.509877607,2.936376095,0.398852242
585,0.621195138,2.18164897,0.30137187
586,0.598056406,2.880004883,0.3001576
587,0.534109056,2.444793224,0.329964706
588,0.570054948,2.585315704,0.328837328
589,0.597264051,2.4911623,0.386995919
590,0.593074471,2.663168192,0.310273406
591,0.576926917,2.870149851,0.43216642
592,0.631753981,2.944157124,0.360844477
593,0.594792873,2.16092515,0.328090808
594,0.576331139,2.603003025,0.334412121
595,0.561095119,2.953475237,0.363394195
596,0.614681244,2.592022181,0.240517131
597,0.641587317,2.353186607,0.29375779
598,0.650916696,2.852754354,0.433699163
599,0.589917809,2.616878033,0.26328952
600,0.552089363,2.393925667,0.550662757
601,0.526177838,2.86343503,0.304230459
602,0.550540626,2.408668995,0.201528088
603,0.583336323,2.500460386,0.347057248
604,0.568111941,2.207808256,0.254666942
605,0.563886732,2.458429098,0.217732975
606,0.593721747,2.57130456,0.231399031
607,0.620126128,2.562371969,0.217243259
608,0.600894809,2.998739719,0.30869398
609,0.635573447,2.604990959,0.287416824
610,0.594536692,2.30288887,0.335441513
611,0.558339819,2.847204685,0.204929099
612,0.581184804,2.308436871,0.146657525
613,0.627362609,2.515251398,0.237436647
614,0.533500284,2.923834324,0.169155547
615,0.602248102,2.848206282,0.222246682
616,0.639500797,2.680615902,0.16352368
617,0.64478159,2.536535263,0.230517861
618,0.60300374,2.117741585,0.319421031
619,0.561898336,3.274528027,0.278026336
620,0.562783614,2.801359415,0.304529947
621,0.529730916,2.569591045,0.231344455
622,0.580890343,2.532768726,0.158804472
623,0.571797341,2.327750206,0.22360089
624,0.555187166,2.517348051,0.210642784
625,0.637784511,2.6741786,0.16990707
626,0.594451457,2.392005444,0.186282899
627,0.582425714,3.143017292,0.168326372
628,0.577305034,2.335930824,0.207420614
629,0.513299182,2.792561293,0.211916269
630,0.511400118,2.285552979,0.197704781
631,0.50771749,1.835601568,0.206660794
632,0.541346282,3.150362492,0.15467838
633,0.590118766,2.753923893,0.201606244
634,0.567006767,2.656956673,0.251318233
635,0.53184849,2.110082865,0.149155254
636,0.501920104,2.76158309,0.160967502
637,0.621055394,2.448521852,0.197576541
638,0.61117512,2.455579281,0.176532493
639,0.61735937,2.433813095,0.228630601
640,0.586824477,2.393054008,0.265713435
641,0.521071404,2.632668972,0.138356751
642,0.56586346,2.432732821,0.203396515
643,0.585359514,2.383719921,0.242267571
644,0.604550034,2.858495951,0.272677601
645,0.533706635,2.226526737,0.277665175
646,0.573669538,2.482271671,0.25164805
647,0.62195304,2.561787128,0.169921377
648,0.62430042,2.708059072,0.157868381
649,0.61632973,2.420752525,0.311404366
650,0.637001157,2.20233345,0.259478652
651,0.615772426,2.409997463,0.216617353
652,0.590372056,2.87911272,0.267872978
653,0.581401438,2.518623114,0.182248477
654,0.55130443,2.699925423,0.151503051
655,0.595334321,2.425336123,0.256690596
656,0.597556055,2.820217371,0.246397224
657,0.493455514,2.714725971,0.268621313
658,0.526614711,2.308577538,0.205661201
659,0.56630525,2.405034542,0.191302266
660,0.565439358,2.856405258,0.169792334
661,0.598067522,2.493335247,0.179162458
662,0.597350568,2.715793848,0.151623714
663,0.55910635,2.73831749,0.13827412
664,0.6400024,2.688622475,0.113913601
665,0.602276593,2.594799042,0.175639336
666,0.649969459,2.549221754,0.098696701
667,0.572745323,2.586493731,0.099462552
668,0.560888827,2.469968319,0.159227033
669,0.612363815,2.365475655,0.096581871
670,0.603135198,2.42583704,0.135404569
671,0.581249699,2.313258648,0.113434612
672,0.61427483,2.476222277,0.121612221
673,0.579929113,2.380023003,0.120894699
674,0.553625852,2.743999004,0.1392633
675,0.624565989,2.64923048,0.128279756
676,0.600801259,2.329652071,0.118262391
677,0.620935172,2.943077087,0.10693481
678,0.577074111,2.760626316,0.190717666
679,0.60740298,2.399261951,0.14246694
680,0.535812527,2.214737415,0.153575749
681,0.612534761,2.223481178,0.135290495
682,0.642366111,2.31555438,0.160884712
683,0.646589547,2.54402256,0.286746912
684,0.528664172,2.357354164,0.239392303
685,0.546157509,2.595954418,0.296868674
686,0.628121018,2.58557272,0.284454209
687,0.547371119,2.539633512,0.35023045
688,0.607646823,2.597570419,0.222808705
689,0.659534961,2.169047832,0.160095087
690,0.638772756,2.557091713,0.223080528
691,0.632268757,2.69102478,0.172233127
692,0.624723613,2.331581593,0.166843214
693,0.607564628,2.55411911,0.134420692
694,0.569837287,2.325760365,0.156573302
695,0.600448608,2.203866959,0.121691742
696,0.595522791,2.607847691,0.175376803
